,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Accurate crosses (%),home_Accurate long balls (%),home_Touches in opposition box,team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Accurate crosses (%),away_Accurate long balls (%),away_Touches in opposition box
160,ITA-Serie A,2223,2023-01-07 Fiorentina-Sassuolo,17,17,2023-01-07 14:00:00+00:00,Fiorentina,Sassuolo,2 , 1,FT,3919210,https://fotmob.com/matches/sassuolo-vs-fiorentina/28u7rc#3919210,Fiorentina,2.63,1.84,2.33,1.33,0.51,4.0,0.0,11.0,6.0,5.0,4.0,15.0,311,53,5,3,6,14,0.76,7,31,1,150,161,411,23,0.39,0.48,26,Sassuolo,1.72,0.93,1.43,0.74,0.19,6.0,0.0,9.0,6.0,4.0,7.0,16.0,273,47,2,1,3,9,0.73,2,25,1,97,176,372,18,0.29,0.37,21
161,ITA-Serie A,2223,2023-01-07 Juventus-Udinese,17,17,2023-01-07 17:00:00+00:00,Juventus,Udinese,1 , 0,FT,3919212,https://fotmob.com/matches/udinese-vs-juventus/2tq9mc#3919212,Juventus,2.45,2.45,1.71,1.18,1.27,3.0,0.0,11.0,7.0,4.0,3.0,14.0,391,50,3,2,6,16,0.85,4,19,3,197,194,462,20,0.18,0.45,,Udinese,0.54,0.54,0.38,0.45,0.08,5.0,0.0,5.0,3.0,3.0,6.0,11.0,392,50,0,0,4,13,0.86,4,36,0,226,166,454,17,0.19,0.65,
162,ITA-Serie A,2223,2023-01-07 Monza-Inter,17,17,2023-01-07 19:45:00+00:00,Monza,Inter,2 , 2,FT,3919215,https://fotmob.com/matches/monza-vs-inter/1w8tzq#3919215,Monza,1.50,1.50,1.29,0.74,0.76,3.0,0.0,10.0,6.0,4.0,3.0,13.0,425,54,3,3,3,14,0.83,9,37,0,183,242,513,22,0.47,0.59,,Inter,1.73,1.73,1.44,1.38,0.35,1.0,1.0,9.0,7.0,3.0,2.0,11.0,348,46,3,1,5,20,0.82,5,33,3,164,184,423,17,0.26,0.6,
163,ITA-Serie A,2223,2023-01-08 AC Milan-Roma,17,17,2023-01-08 19:45:00+00:00,AC Milan,Roma,2 , 2,FT,3919214,https://fotmob.com/matches/ac-milan-vs-roma/2gl9pd#3919214,AC Milan,0.86,0.86,1.03,0.66,0.20,1.0,0.0,7.0,6.0,5.0,5.0,12.0,438,61,1,0,3,19,0.86,5,33,0,177,261,507,16,0.33,0.66,,Roma,1.25,1.25,1.10,0.19,1.06,5.0,0.0,4.0,4.0,3.0,8.0,12.0,255,39,2,1,4,13,0.81,3,26,1,133,122,316,22,0.19,0.63,
164,ITA-Serie A,2223,2023-01-08 Lazio-Empoli,17,17,2023-01-08 14:00:00+00:00,Lazio,Empoli,2 , 2,FT,3919213,https://fotmob.com/matches/empoli-vs-lazio/2etmeu#3919213,Lazio,0.93,0.93,1.08,0.75,0.19,6.0,1.0,10.0,8.0,4.0,8.0,18.0,524,54,0,0,10,17,0.89,6,44,2,239,285,589,10,0.27,0.77,,Empoli,0.60,0.60,0.42,0.50,0.10,2.0,0.0,4.0,1.0,2.0,1.0,5.0,449,46,1,1,3,10,0.89,3,26,1,138,311,506,11,0.23,0.72,
165,ITA-Serie A,2223,2023-01-08 Salernitana-Torino,17,17,2023-01-08 11:30:00+00:00,Salernitana,Torino,1 , 1,FT,3919216,https://fotmob.com/matches/salernitana-vs-torino/26y4ki#3919216,Salernitana,0.79,0.79,0.88,0.66,0.12,4.0,0.0,7.0,3.0,4.0,4.0,11.0,220,38,0,0,6,10,0.7,2,19,1,118,102,315,13,0.12,0.29,,Torino,2.29,2.29,2.45,1.37,0.93,7.0,1.0,17.0,8.0,8.0,6.0,23.0,409,62,4,3,7,15,0.81,8,22,1,241,168,505,25,0.31,0.4,
166,ITA-Serie A,2223,2023-01-08 Sampdoria-SSC Napoli,17,17,2023-01-08 17:00:00+00:00,Sampdoria,SSC Napoli,0 , 2,FT,3919217,https://fotmob.com/matches/ssc-napoli-vs-sampdoria/387l0l#3919217,Sampdoria,0.57,0.57,0.23,0.49,0.08,3.0,0.0,3.0,4.0,2.0,6.0,9.0,248,34,0,0,2,15,0.75,2,23,0,113,135,329,16,0.17,0.46,,SSC Napoli,3.31,1.73,2.95,1.50,0.23,6.0,1.0,17.0,10.0,8.0,7.0,24.0,608,66,3,1,5,12,0.91,5,44,4,370,238,666,11,0.33,0.83,
167,ITA-Serie A,2223,2023-01-08 Spezia-Lecce,17,17,2023-01-08 14:00:00+00:00,Spezia,Lecce,0 , 0,FT,3919218,https://fotmob.com/matches/spezia-vs-lecce/38co0l#3919218,Spezia,0.87,0.87,0.44,0.71,0.16,1.0,0.0,8.0,7.0,2.0,2.0,10.0,301,57,0,0,5,14,0.7,6,26,1,136,165,429,44,0.3,0.4,,Lecce,1.15,1.15,0.42,0.65,0.50,5.0,2.0,10.0,6.0,4.0,5.0,15.0,200,43,0,0,7,15,0.64,8,25,1,91,109,312,32,0.35,0.31,
168,ITA-Serie A,2223,2023-01-09 Bologna-Atalanta,17,17,2023-01-09 19:45:00+00:00,Bologna,Atalanta,1 , 2,FT,3919209,https://fotmob.com/matches/atalanta-vs-bologna/2sl6d8#3919209,Bologna,0.55,0.55,0.32,0.46,0.09,2.0,0.0,4.0,7.0,3.0,8.0,12.0,422,51,0,0,4,16,0.79,5,32,1,214,208,532,28,0.29,0.56,,Atalanta,0.48,0.48,1.42,0.45,0.03,0.0,0.0,6.0,4.0,3.0,1.0,7.0,412,49,1,0,0,15,0.8,4,27,1,231,181,515,23,0.22,0.48,
169,ITA-Serie A,2223,2023-01-09 Hellas Verona-Cremonese,17,17,2023-01-09 17:30:00+00:00,Hellas Verona,Cremonese,2 , 0,FT,3919211,https://fotmob.com/matches/cremonese-vs-hellas-verona/2l14kv#3919211,Hellas Verona,1.51,1.51,1.99,1.27,0.24,2.0,0.0,7.0,3.0,4.0,2.0,9.0,276,47,3,1,3,16,0.71,5,30,2,147,129,389,31,0.45,0.48,,Cremonese,0.77,0.77,1.16,0.39,0.38,4.0,0.0,5.0,5.0,5.0,9.0,14.0,315,53,1,1,5,11,0.72,6,27,1,161,154,436,23,0.33,0.36,
170,ITA-Serie A,2223,2023-01-13 SSC Napoli-Juventus,18,18,2023-01-13 19:45:00+00:00,SSC Napoli,Juventus,5 , 1,FT,3919224,https://fotmob.com/matches/ssc-napoli-vs-juventus/388ur9#3919224,SSC Napoli,2.10,2.10,2.96,2.01,0.09,2.0,0.0,10.0,2.0,10.0,4.0,14.0,500,60,4,1,2,10,0.88,4,28,1,259,241,566,19,0.31,0.64,,Juventus,1.26,1.26,0.29,0.49,0.77,5.0,1.0,7.0,4.0,2.0,4.0,11.0,297,40,1,1,5,9,0.82,3,26,0,139,158,364,19,0.18,0.68,
171,ITA-Serie A,2223,2023-01-14 Cremonese-Monza,18,18,2023-01-14 14:00:00+00:00,Cremonese,Monza,2 , 3,FT,3919220,https://fotmob.com/matches/monza-vs-cremonese/1oxbgq#3919220,Cremonese,0.67,0.67,1.00,0.52,0.15,1.0,0.0,8.0,3.0,7.0,3.0,11.0,296,50,0,0,4,12,0.73,7,20,5,153,143,403,33,0.28,0.33,,Monza,2.56,1.77,2.28,1.77,0.00,1.0,0.0,7.0,4.0,3.0,1.0,8.0,315,50,4,1,2,12,0.75,3,32,2,154,161,420,27,0.27,0.41,
172,ITA-Serie A,2223,2023-01-14 Inter-Hellas Verona,18,18,2023-01-14 19:45:00+00:00,Inter,Hellas Verona,1 , 0,FT,3919222,https://fotmob.com/matches/inter-vs-hellas-verona/2u0z0c#3919222,Inter,0.66,0.66,0.79,0.61,0.05,2.0,0.0,7.0,6.0,3.0,4.0,11.0,422,57,0,0,3,11,0.83,5,26,0,147,275,507,28,0.29,0.45,,Hellas Verona,0.26,0.26,0.34,0.26,0.00,2.0,0.0,3.0,3.0,1.0,3.0,6.0,289,43,0,0,4,13,0.77,4,34,1,176,113,375,23,0.19,0.58,
173,ITA-Serie A,2223,2023-01-14 Lecce-AC Milan,18,18,2023-01-14 17:00:00+00:00,Lecce,AC Milan,2 , 2,FT,3919223,https://fotmob.com/matches/ac-milan-vs-lecce/2td7ci#3919223,Lecce,1.37,1.37,0.69,1.17,0.21,7.0,0.0,7.0,7.0,3.0,10.0,17.0,184,36,3,2,8,11,0.67,4,22,0,124,60,273,16,0.22,0.34,,AC Milan,1.45,1.45,2.09,1.36,0.09,3.0,0.0,9.0,4.0,5.0,3.0,12.0,396,64,3,2,4,12,0.79,4,39,3,172,224,501,41,0.29,0.57,
174,ITA-Serie A,2223,2023-01-15 Atalanta-Salernitana,18,18,2023-01-15 17:00:00+00:00,Atalanta,Salernitana,8 , 2,FT,3919219,https://fotmob.com/matches/salernitana-vs-atalanta/1v0w82#3919219,Atalanta,2.94,1.36,5.78,1.02,0.34,5.0,0.0,13.0,1.0,13.0,6.0,19.0,463,58,4,1,5,10,0.87,2,25,1,203,260,530,16,0.18,0.68,,Salernitana,0.99,0.99,0.44,0.96,0.03,1.0,0.0,4.0,4.0,2.0,3.0,7.0,309,42,2,1,2,12,0.79,3,26,2,100,209,393,17,0.38,0.45,
175,ITA-Serie A,2223,2023-01-15 Roma-Fiorentina,18,18,2023-01-15 19:45:00+00:00,Roma,Fiorentina,2 , 0,FT,3919225,https://fotmob.com/matches/fiorentina-vs-roma/2gak0t#3919225,Roma,0.95,0.95,1.12,0.79,0.16,1.0,1.0,9.0,5.0,4.0,1.0,10.0,396,52,2,1,5,15,0.88,4,29,3,131,265,450,17,0.31,0.63,,Fiorentina,0.39,0.39,0.39,0.10,0.29,2.0,0.0,5.0,2.0,3.0,2.0,7.0,358,48,0,0,9,12,0.85,4,26,1,184,174,422,17,0.27,0.51,
176,ITA-Serie A,2223,2023-01-15 Sassuolo-Lazio,18,18,2023-01-15 11:30:00+00:00,Sassuolo,Lazio,0 , 2,FT,3919226,https://fotmob.com/matches/sassuolo-vs-lazio/28x1ic#3919226,Sassuolo,0.67,0.67,0.19,0.29,0.38,3.0,0.0,7.0,7.0,2.0,5.0,12.0,446,50,0,0,7,17,0.83,6,37,0,146,300,538,22,0.35,0.54,,Lazio,2.87,2.08,1.86,1.81,0.27,2.0,0.0,8.0,7.0,3.0,4.0,12.0,482,50,3,1,3,10,0.86,2,33,3,208,274,560,17,0.25,0.58,
177,ITA-Serie A,2223,2023-01-15 Torino-Spezia,18,18,2023-01-15 14:00:00+00:00,Torino,Spezia,0 , 1,FT,3919227,https://fotmob.com/matches/torino-vs-spezia/37d5dk#3919227,Torino,0.96,0.96,0.77,0.73,0.23,2.0,0.0,8.0,5.0,4.0,3.0,11.0,475,67,1,1,7,13,0.81,5,17,3,222,253,588,26,0.19,0.28,,Spezia,1.54,0.76,1.30,0.60,0.16,3.0,1.0,10.0,5.0,5.0,3.0,13.0,196,33,1,0,2,12,0.68,2,20,1,113,83,288,16,0.18,0.32,
178,ITA-Serie A,2223,2023-01-15 Udinese-Bologna,18,18,2023-01-15 14:00:00+00:00,Udinese,Bologna,1 , 2,FT,3919228,https://fotmob.com/matches/udinese-vs-bologna/2tf6iu#3919228,Udinese,1.92,1.92,1.67,1.26,0.66,7.0,0.0,15.0,9.0,4.0,5.0,20.0,297,51,3,2,6,10,0.78,5,34,3,145,152,379,21,0.24,0.52,,Bologna,2.03,2.03,1.30,1.18,0.85,4.0,1.0,8.0,9.0,2.0,7.0,15.0,274,49,4,2,4,17,0.75,4,23,3,124,150,366,19,0.29,0.5,
179,ITA-Serie A,2223,2023-01-16 Empoli-Sampdoria,18,18,2023-01-16 19:45:00+00:00,Empoli,Sampdoria,1 , 0,FT,3919221,https://fotmob.com/matches/empoli-vs-sampdoria/2syz9u#3919221,Empoli,1.45,1.45,1.10,1.23,0.22,4.0,0.0,15.0,7.0,5.0,1.0,16.0,355,50,3,2,3,15,0.84,3,33,2,149,206,422,23,0.25,0.59,,Sampdoria,0.89,0.89,1.05,0.69,0.20,4.0,2.0,9.0,5.0,7.0,7.0,16.0,330,50,2,2,3,16,0.8,6,36,0,125,205,410,21,0.24,0.63,
180,ITA-Serie A,2223,2023-01-21 Fiorentina-Torino,19,19,2023-01-21 19:45:00+00:00,Fiorentina,Torino,0 , 1,FT,3919230,https://fotmob.com/matches/fiorentina-vs-torino/2s4nb6#3919230,Fiorentina,1.22,1.22,0.47,0.99,0.24,6.0,0.0,14.0,8.0,5.0,5.0,19.0,469,62,0,0,5,9,0.85,12,36,2,241,228,554,22,0.41,0.55,32,Torino,0.57,0.57,0.55,0.52,0.05,3.0,1.0,6.0,3.0,3.0,3.0,9.0,258,38,1,1,3,23,0.74,3,17,6,131,127,347,11,0.33,0.28,13
181,ITA-Serie A,2223,2023-01-21 Hellas Verona-Lecce,19,19,2023-01-21 14:00:00+00:00,Hellas Verona,Lecce,2 , 0,FT,3919231,https://fotmob.com/matches/hellas-verona-vs-lecce/38ajr6#3919231,Hellas Verona,0.48,0.48,0.71,0.36,0.12,2.0,1.0,3.0,5.0,4.0,8.0,11.0,206,42,1,0,5,15,0.64,4,28,2,90,116,320,22,0.27,0.41,,Lecce,0.76,0.76,0.88,0.62,0.15,3.0,0.0,6.0,3.0,3.0,3.0,9.0,329,58,1,1,4,12,0.74,5,23,1,205,124,446,28,0.22,0.32,
182,ITA-Serie A,2223,2023-01-21 Salernitana-SSC Napoli,19,19,2023-01-21 17:00:00+00:00,Salernitana,SSC Napoli,0 , 2,FT,3919236,https://fotmob.com/matches/salernitana-vs-ssc-napoli/27myp5#3919236,Salernitana,0.40,0.40,0.27,0.24,0.17,1.0,1.0,3.0,2.0,2.0,2.0,5.0,184,25,1,1,3,14,0.68,3,25,4,68,116,269,16,0.33,0.45,,SSC Napoli,1.38,1.38,1.83,0.97,0.40,1.0,1.0,6.0,4.0,4.0,3.0,9.0,713,75,3,1,4,15,0.9,4,17,3,424,289,795,11,0.17,0.43,
183,ITA-Serie A,2223,2023-01-22 Juventus-Atalanta,19,19,2023-01-22 19:45:00+00:00,Juventus,Atalanta,3 , 3,FT,3919233,https://fotmob.com/matches/atalanta-vs-juventus/2sw7tm#3919233,Juventus,1.88,1.09,1.97,0.48,0.61,2.0,0.0,8.0,5.0,8.0,7.0,15.0,391,47,2,1,6,9,0.81,4,24,2,178,213,481,17,0.19,0.51,,Atalanta,1.02,1.02,2.03,0.98,0.04,7.0,0.0,7.0,3.0,4.0,7.0,14.0,461,53,2,0,4,6,0.83,4,14,0,237,224,554,11,0.31,0.33,
184,ITA-Serie A,2223,2023-01-22 Monza-Sassuolo,19,19,2023-01-22 14:00:00+00:00,Monza,Sassuolo,1 , 1,FT,3919235,https://fotmob.com/matches/monza-vs-sassuolo/1q52rz#3919235,Monza,1.46,1.46,1.38,1.21,0.25,5.0,0.0,11.0,6.0,3.0,3.0,14.0,408,62,1,1,10,17,0.82,8,20,3,211,197,497,24,0.25,0.45,,Sassuolo,1.48,1.48,0.56,0.80,0.68,4.0,1.0,5.0,8.0,1.0,8.0,13.0,245,38,3,2,4,18,0.77,3,31,0,145,100,318,23,0.27,0.54,
185,ITA-Serie A,2223,2023-01-22 Sampdoria-Udinese,19,19,2023-01-22 11:30:00+00:00,Sampdoria,Udinese,0 , 1,FT,3919237,https://fotmob.com/matches/udinese-vs-sampdoria/2tp2tx#3919237,Sampdoria,1.28,1.28,0.28,1.19,0.09,3.0,0.0,8.0,5.0,1.0,1.0,9.0,334,54,3,3,6,15,0.83,7,17,4,115,219,404,20,0.29,0.39,,Udinese,1.35,1.35,1.23,0.90,0.46,5.0,0.0,10.0,4.0,5.0,4.0,14.0,265,46,2,1,6,17,0.77,3,26,1,129,136,344,20,0.2,0.42,
186,ITA-Serie A,2223,2023-01-22 Spezia-Roma,19,19,2023-01-22 17:00:00+00:00,Spezia,Roma,0 , 2,FT,3919238,https://fotmob.com/matches/roma-vs-spezia/2umtth#3919238,Spezia,0.25,0.25,0.00,0.21,0.04,3.0,0.0,1.0,5.0,0.0,7.0,8.0,409,52,0,0,4,17,0.8,2,16,0,184,225,509,27,0.15,0.35,,Roma,1.98,1.98,1.80,1.27,0.71,3.0,0.0,4.0,7.0,3.0,9.0,13.0,384,48,3,1,0,11,0.79,1,20,1,129,255,485,21,0.25,0.34,
187,ITA-Serie A,2223,2023-01-23 Bologna-Cremonese,19,19,2023-01-23 17:30:00+00:00,Bologna,Cremonese,1 , 1,FT,3919229,https://fotmob.com/matches/cremonese-vs-bologna/2ktxjk#3919229,Bologna,1.11,1.11,0.92,1.00,0.11,3.0,1.0,7.0,10.0,8.0,14.0,21.0,525,68,0,0,4,11,0.83,6,31,3,248,277,632,30,0.32,0.56,,Cremonese,1.73,0.95,1.11,0.84,0.11,2.0,0.0,7.0,5.0,2.0,2.0,9.0,182,32,2,1,1,13,0.66,3,15,1,97,85,277,19,0.17,0.29,
188,ITA-Serie A,2223,2023-01-23 Inter-Empoli,19,19,2023-01-23 19:45:00+00:00,Inter,Empoli,0 , 1,FT,3919232,https://fotmob.com/matches/empoli-vs-inter/2frraf#3919232,Inter,1.42,1.42,0.12,0.86,0.56,7.0,1.0,11.0,8.0,1.0,5.0,16.0,385,49,1,1,2,13,0.82,8,35,0,163,222,472,17,0.27,0.56,,Empoli,0.82,0.82,0.52,0.67,0.14,2.0,0.0,8.0,3.0,8.0,5.0,13.0,439,51,1,1,3,16,0.85,4,21,0,147,292,517,20,0.36,0.41,
189,ITA-Serie A,2223,2023-01-24 Lazio-AC Milan,19,19,2023-01-24 19:45:00+00:00,Lazio,AC Milan,4 , 0,FT,3919234,https://fotmob.com/matches/lazio-vs-ac-milan/2f4m36#3919234,Lazio,3.08,2.29,3.57,2.26,0.03,4.0,0.0,7.0,1.0,5.0,3.0,10.0,415,50,4,0,3,14,0.84,1,21,1,181,234,492,17,0.17,0.6,,AC Milan,0.73,0.73,0.28,0.58,0.15,5.0,0.0,6.0,2.0,3.0,4.0,10.0,416,50,1,1,4,11,0.84,2,18,2,112,304,496,18,0.22,0.41,
190,ITA-Serie A,2223,2023-01-27 Bologna-Spezia,20,20,2023-01-27 17:30:00+00:00,Bologna,Spezia,2 , 0,FT,3919240,https://fotmob.com/matches/bologna-vs-spezia/37zji0#3919240,Bologna,1.63,1.63,1.37,1.26,0.37,5.0,0.0,14.0,7.0,6.0,4.0,18.0,450,58,2,0,5,8,0.81,4,33,4,217,233,555,22,0.31,0.53,,Spezia,0.48,0.48,0.92,0.46,0.02,2.0,0.0,3.0,0.0,4.0,3.0,6.0,293,42,1,1,5,16,0.73,4,23,2,134,159,402,22,0.29,0.43,
191,ITA-Serie A,2223,2023-01-27 Lecce-Salernitana,20,20,2023-01-27 19:45:00+00:00,Lecce,Salernitana,1 , 2,FT,3919245,https://fotmob.com/matches/salernitana-vs-lecce/27riu0#3919245,Lecce,1.44,1.44,1.36,1.23,0.21,2.0,0.0,9.0,8.0,5.0,6.0,15.0,432,60,2,1,4,14,0.81,7,27,2,231,201,532,19,0.23,0.45,,Salernitana,0.87,0.87,1.12,0.80,0.07,1.0,0.0,4.0,3.0,6.0,6.0,10.0,248,40,1,0,4,11,0.69,3,18,2,135,113,362,32,0.23,0.3,
192,ITA-Serie A,2223,2023-01-28 Atalanta-Sampdoria,20,20,2023-01-28 19:45:00+00:00,Atalanta,Sampdoria,2 , 0,FT,3919239,https://fotmob.com/matches/atalanta-vs-sampdoria/2sv17j#3919239,Atalanta,1.83,1.83,1.27,1.49,0.34,6.0,1.0,15.0,10.0,5.0,6.0,21.0,558,62,2,1,7,17,0.87,9,24,1,296,262,638,17,0.53,0.62,,Sampdoria,0.84,0.84,0.74,0.52,0.31,3.0,0.0,8.0,7.0,5.0,7.0,15.0,284,38,0,0,4,11,0.74,5,22,1,133,151,382,27,0.29,0.39,
193,ITA-Serie A,2223,2023-01-28 Cremonese-Inter,20,20,2023-01-28 17:00:00+00:00,Cremonese,Inter,1 , 2,FT,3919241,https://fotmob.com/matches/cremonese-vs-inter/28fr6b#3919241,Cremonese,0.97,0.97,1.02,0.88,0.09,2.0,0.0,7.0,6.0,4.0,5.0,12.0,251,35,0,0,2,7,0.77,7,20,0,113,138,327,12,0.54,0.4,,Inter,2.38,2.38,1.42,1.69,0.69,8.0,0.0,22.0,12.0,10.0,8.0,30.0,520,65,2,1,14,12,0.88,19,34,3,281,239,594,15,0.51,0.64,
194,ITA-Serie A,2223,2023-01-28 Empoli-Torino,20,20,2023-01-28 14:00:00+00:00,Empoli,Torino,2 , 2,FT,3919242,https://fotmob.com/matches/empoli-vs-torino/2s495r#3919242,Empoli,0.60,0.60,1.02,0.26,0.34,4.0,0.0,4.0,3.0,4.0,7.0,11.0,302,46,1,0,5,12,0.79,5,27,1,116,186,382,29,0.33,0.43,,Torino,1.01,1.01,0.98,0.64,0.37,4.0,2.0,7.0,8.0,4.0,9.0,16.0,349,54,1,1,5,9,0.78,4,28,1,205,144,447,26,0.29,0.44,
195,ITA-Serie A,2223,2023-01-29 AC Milan-Sassuolo,20,20,2023-01-29 11:30:00+00:00,AC Milan,Sassuolo,2 , 5,FT,3919246,https://fotmob.com/matches/sassuolo-vs-ac-milan/294gu6#3919246,AC Milan,0.62,0.62,1.20,0.58,0.04,0.0,0.0,5.0,4.0,5.0,4.0,9.0,320,61,0,0,2,13,0.77,7,29,5,137,183,415,26,0.3,0.45,,Sassuolo,1.38,1.38,2.57,1.30,0.09,2.0,0.0,7.0,0.0,7.0,2.0,9.0,199,39,3,0,3,8,0.74,2,24,3,103,96,270,20,0.2,0.46,
196,ITA-Serie A,2223,2023-01-29 Juventus-Monza,20,20,2023-01-29 14:00:00+00:00,Juventus,Monza,0 , 2,FT,3919243,https://fotmob.com/matches/monza-vs-juventus/27yw8c#3919243,Juventus,1.64,1.64,1.77,0.69,0.95,6.0,0.0,13.0,7.0,9.0,9.0,22.0,347,46,1,1,12,12,0.83,11,36,3,165,182,416,22,0.3,0.72,,Monza,1.22,1.22,1.58,1.22,0.00,0.0,0.0,3.0,0.0,3.0,0.0,3.0,449,54,2,0,1,10,0.84,1,25,2,152,297,535,21,0.2,0.42,
197,ITA-Serie A,2223,2023-01-29 Lazio-Fiorentina,20,20,2023-01-29 17:00:00+00:00,Lazio,Fiorentina,1 , 1,FT,3919244,https://fotmob.com/matches/fiorentina-vs-lazio/2etzl8#3919244,Lazio,0.94,0.94,0.40,0.77,0.18,2.0,0.0,11.0,10.0,1.0,2.0,13.0,381,45,2,2,3,12,0.8,4,26,1,110,271,475,13,0.33,0.51,,Fiorentina,1.38,1.38,0.90,0.63,0.75,5.0,1.0,8.0,6.0,6.0,9.0,17.0,496,55,1,1,4,17,0.84,3,23,2,178,318,593,19,0.23,0.38,
198,ITA-Serie A,2223,2023-01-29 SSC Napoli-Roma,20,20,2023-01-29 19:45:00+00:00,SSC Napoli,Roma,2 , 1,FT,3919247,https://fotmob.com/matches/roma-vs-ssc-napoli/2ukfv8#3919247,SSC Napoli,1.00,1.00,1.12,0.92,0.08,1.0,0.0,6.0,4.0,6.0,5.0,11.0,509,57,1,1,3,8,0.85,5,24,0,259,250,600,21,0.45,0.53,,Roma,0.79,0.79,1.05,0.58,0.21,4.0,0.0,9.0,4.0,3.0,2.0,11.0,347,43,1,0,8,14,0.78,7,26,0,155,192,445,21,0.35,0.41,
199,ITA-Serie A,2223,2023-01-30 Udinese-Hellas Verona,20,20,2023-01-30 19:45:00+00:00,Udinese,Hellas Verona,1 , 1,FT,3919248,https://fotmob.com/matches/udinese-vs-hellas-verona/2tmp9u#3919248,Udinese,1.94,1.94,1.63,0.86,1.09,13.0,0.0,16.0,5.0,8.0,10.0,26.0,315,55,3,3,14,9,0.79,8,34,0,160,155,399,25,0.33,0.65,,Hellas Verona,0.76,0.76,0.55,0.63,0.13,5.0,0.0,5.0,3.0,2.0,5.0,10.0,244,45,0,0,6,11,0.74,2,33,2,100,144,328,21,0.17,0.53,
200,ITA-Serie A,2223,2023-02-04 Cremonese-Lecce,21,21,2023-02-04 14:00:00+00:00,Cremonese,Lecce,0 , 2,FT,3919473,https://fotmob.com/matches/cremonese-vs-lecce/2l5obp#3919473,Cremonese,0.55,0.55,0.62,0.39,0.16,4.0,0.0,6.0,5.0,3.0,6.0,12.0,417,58,0,0,4,12,0.81,3,35,2,145,272,516,27,0.2,0.49,,Lecce,1.46,1.46,1.44,1.09,0.37,2.0,0.0,7.0,3.0,4.0,2.0,9.0,253,42,3,2,8,15,0.71,5,24,1,132,121,358,25,0.2,0.36,
201,ITA-Serie A,2223,2023-02-04 Roma-Empoli,21,21,2023-02-04 17:00:00+00:00,Roma,Empoli,2 , 0,FT,3919478,https://fotmob.com/matches/empoli-vs-roma/2ga6qg#3919478,Roma,1.21,1.21,1.42,0.23,0.98,3.0,0.0,12.0,3.0,6.0,0.0,12.0,328,44,5,3,7,10,0.81,6,33,3,74,254,405,14,0.38,0.56,,Empoli,1.72,1.72,0.36,0.49,1.23,2.0,0.0,5.0,7.0,2.0,6.0,11.0,430,56,1,1,7,18,0.85,2,19,0,224,206,507,22,0.1,0.45,
202,ITA-Serie A,2223,2023-02-04 Sassuolo-Atalanta,21,21,2023-02-04 19:45:00+00:00,Sassuolo,Atalanta,1 , 0,FT,3919480,https://fotmob.com/matches/sassuolo-vs-atalanta/28qbxm#3919480,Sassuolo,1.31,1.31,1.56,1.22,0.09,6.0,0.0,10.0,4.0,8.0,8.0,18.0,455,54,1,1,2,12,0.86,1,36,0,249,206,527,18,0.07,0.64,,Atalanta,0.52,0.52,0.46,0.27,0.25,1.0,0.0,5.0,4.0,2.0,2.0,7.0,363,46,0,0,7,13,0.82,5,22,2,150,213,442,24,0.22,0.42,
203,ITA-Serie A,2223,2023-02-05 Fiorentina-Bologna,21,21,2023-02-05 17:00:00+00:00,Fiorentina,Bologna,1 , 2,FT,3919474,https://fotmob.com/matches/fiorentina-vs-bologna/2spifh#3919474,Fiorentina,1.34,1.34,2.03,1.13,0.20,4.0,1.0,10.0,7.0,6.0,7.0,17.0,409,62,1,0,5,10,0.8,3,26,3,194,215,511,27,0.12,0.51,,Bologna,1.26,1.26,1.57,0.80,0.46,2.0,1.0,8.0,2.0,7.0,3.0,11.0,231,38,4,2,3,25,0.7,2,26,1,104,127,329,16,0.4,0.48,
204,ITA-Serie A,2223,2023-02-05 Inter-AC Milan,21,21,2023-02-05 19:45:00+00:00,Inter,AC Milan,1 , 0,FT,3919476,https://fotmob.com/matches/ac-milan-vs-inter/2g2t3o#3919476,Inter,0.87,0.87,0.87,0.65,0.22,5.0,0.0,9.0,6.0,4.0,6.0,15.0,479,64,0,0,8,13,0.84,5,28,2,288,191,572,23,0.17,0.51,,AC Milan,0.32,0.32,0.00,0.20,0.12,0.0,0.0,2.0,4.0,0.0,2.0,4.0,243,36,0,0,0,14,0.74,1,27,1,98,145,327,18,0.14,0.5,
