,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Touches in opposition box,home_Accurate crosses (%),home_Accurate long balls (%),team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Touches in opposition box,away_Accurate crosses (%),away_Accurate long balls (%)
323,ITA-Serie A,2324,2024-04-21 Salernitana-Fiorentina,33,33,2024-04-21 16:00:00+00:00,Salernitana,Fiorentina,0 , 2,FT,4230860,https://fotmob.com/matches/salernitana-vs-fiorentina/1v4fmr#4230860,Salernitana,0.21,0.21,0.04,0.06,0.14,2.0,0.0,4.0,2.0,1.0,1.0,5.0,126,27,0,0,2,13,0.57,3,19,3,55,71,220,16,10,0.27,0.28,Fiorentina,2.05,2.05,1.41,2.01,0.04,3.0,0.0,8.0,2.0,7.0,4.0,12.0,514,73,5,4,5,11,0.85,4,17,2,265,249,608,22,38,0.29,0.35
324,ITA-Serie A,2324,2024-04-21 Sassuolo-Lecce,33,33,2024-04-21 10:30:00+00:00,Sassuolo,Lecce,0 , 3,FT,4230863,https://fotmob.com/matches/sassuolo-vs-lecce/2mnqb0#4230863,Sassuolo,0.59,0.59,0.60,0.35,0.24,2.0,0.0,6.0,5.0,3.0,4.0,10.0,286,55,0,0,9,10,0.7,5,23,1,171,115,407,32,23,0.21,0.35,Lecce,2.35,2.35,1.80,2.14,0.21,2.0,0.0,12.0,4.0,8.0,2.0,14.0,233,45,3,1,4,13,0.69,5,31,1,74,159,340,24,19,0.38,0.36
325,ITA-Serie A,2324,2024-04-21 Torino-Frosinone,33,33,2024-04-21 13:00:00+00:00,Torino,Frosinone,0 , 0,FT,4230861,https://fotmob.com/matches/torino-vs-frosinone/37hdbf#4230861,Torino,0.60,0.60,0.11,0.52,0.09,2.0,0.0,6.0,9.0,2.0,7.0,13.0,329,53,0,0,6,10,0.8,3,30,2,150,179,410,18,15,0.16,0.49,Frosinone,0.56,0.56,0.38,0.43,0.13,3.0,0.0,4.0,6.0,3.0,8.0,12.0,284,47,0,0,4,17,0.79,3,15,2,158,126,361,19,10,0.21,0.29
326,ITA-Serie A,2324,2024-04-22 AC Milan-Inter,33,33,2024-04-22 18:45:00+00:00,AC Milan,Inter,1 , 2,FT,4230862,https://fotmob.com/matches/ac-milan-vs-inter/2g2t3o#4230862,AC Milan,2.17,2.17,2.40,1.13,1.04,3.0,1.0,12.0,6.0,6.0,3.0,15.0,445,52,4,3,5,19,0.87,7,26,1,253,192,510,16,34,0.33,0.67,Inter,2.05,2.05,0.47,1.41,0.63,2.0,1.0,8.0,6.0,3.0,3.0,11.0,409,48,2,1,3,10,0.85,6,17,5,155,254,480,10,18,0.5,0.35
327,ITA-Serie A,2324,2024-04-22 Roma-Bologna,33,33,2024-04-22 16:30:00+00:00,Roma,Bologna,1 , 3,FT,4230859,https://fotmob.com/matches/roma-vs-bologna/2uda6h#4230859,Roma,2.07,2.07,2.15,0.61,1.47,3.0,0.0,10.0,6.0,5.0,4.0,14.0,450,53,2,2,8,8,0.88,6,16,0,203,247,514,19,28,0.21,0.47,Bologna,1.07,1.07,1.52,1.03,0.04,3.0,1.0,3.0,5.0,3.0,8.0,11.0,400,47,2,0,2,12,0.85,1,23,1,188,212,471,21,18,0.2,0.48
328,ITA-Serie A,2324,2024-04-25 Udinese-Roma,32,32,2024-04-25 18:00:00+00:00,Udinese,Roma,1 , 2,FT,4230853,https://fotmob.com/matches/udinese-vs-roma/2gyldv#4230853,Udinese,0.64,0.64,1.45,0.50,0.14,3.0,0.0,7.0,3.0,3.0,2.0,9.0,188,28,3,2,4,15,0.72,4,17,2,96,92,260,10,14,0.29,0.36,Roma,1.49,1.49,1.45,1.08,0.40,9.0,0.0,13.0,5.0,5.0,6.0,19.0,597,72,2,0,8,10,0.88,7,18,2,322,275,682,19,32,0.29,0.55
329,ITA-Serie A,2324,2024-04-26 Frosinone-Salernitana,34,34,2024-04-26 18:45:00+00:00,Frosinone,Salernitana,3 , 0,FT,4230867,https://fotmob.com/matches/salernitana-vs-frosinone/27skq9#4230867,Frosinone,1.70,0.91,2.23,0.76,0.15,3.0,0.0,8.0,4.0,4.0,3.0,11.0,254,43,3,1,7,13,0.75,5,18,1,139,115,339,17,23,0.2,0.38,Salernitana,1.41,1.41,0.06,1.13,0.28,6.0,0.0,6.0,9.0,2.0,11.0,17.0,381,57,3,3,3,11,0.81,6,29,2,166,215,471,27,20,0.3,0.47
330,ITA-Serie A,2324,2024-04-27 Juventus-AC Milan,34,34,2024-04-27 16:00:00+00:00,Juventus,AC Milan,0 , 0,FT,4230869,https://fotmob.com/matches/ac-milan-vs-juventus/2tc0mu#4230869,Juventus,1.48,1.48,1.41,1.26,0.22,3.0,0.0,14.0,8.0,7.0,4.0,18.0,398,51,2,2,9,10,0.87,8,21,1,206,192,455,11,32,0.26,0.54,AC Milan,0.31,0.31,0.00,0.21,0.10,4.0,0.0,3.0,5.0,0.0,6.0,9.0,393,49,0,0,4,4,0.88,6,39,0,224,169,449,16,20,0.43,0.74
331,ITA-Serie A,2324,2024-04-27 Lazio-Hellas Verona,34,34,2024-04-27 18:45:00+00:00,Lazio,Hellas Verona,1 , 0,FT,4230873,https://fotmob.com/matches/lazio-vs-hellas-verona/2t05wi#4230873,Lazio,1.09,1.09,1.51,0.85,0.24,3.0,2.0,11.0,9.0,5.0,6.0,17.0,451,69,2,1,4,13,0.84,3,28,7,184,267,536,27,30,0.23,0.54,Hellas Verona,0.62,0.62,0.04,0.62,0.00,1.0,0.0,5.0,5.0,1.0,2.0,7.0,143,31,1,1,2,18,0.62,2,21,0,84,59,232,25,12,0.2,0.33
332,ITA-Serie A,2324,2024-04-27 Lecce-Monza,34,34,2024-04-27 13:00:00+00:00,Lecce,Monza,1 , 1,FT,4230870,https://fotmob.com/matches/monza-vs-lecce/27zy6c#4230870,Lecce,0.98,0.98,1.23,0.97,0.01,3.0,0.0,6.0,5.0,4.0,6.0,12.0,317,46,1,1,0,13,0.82,3,23,0,105,212,387,11,19,0.33,0.49,Monza,1.14,0.35,0.99,0.27,0.07,4.0,0.0,6.0,4.0,1.0,3.0,9.0,367,54,1,0,5,18,0.81,2,28,1,157,210,451,23,16,0.25,0.54
333,ITA-Serie A,2324,2024-04-28 Atalanta-Empoli,34,34,2024-04-28 16:00:00+00:00,Atalanta,Empoli,2 , 0,FT,4230864,https://fotmob.com/matches/atalanta-vs-empoli/2emo6h#4230864,Atalanta,1.89,1.10,1.62,0.87,0.23,6.0,0.0,11.0,6.0,5.0,6.0,17.0,366,59,2,1,8,19,0.8,5,19,1,223,143,460,33,31,0.33,0.39,Empoli,0.42,0.42,0.06,0.38,0.05,3.0,0.0,8.0,6.0,2.0,3.0,11.0,219,41,0,0,1,14,0.7,6,21,1,104,115,314,24,14,0.35,0.31
334,ITA-Serie A,2324,2024-04-28 Bologna-Udinese,34,34,2024-04-28 13:00:00+00:00,Bologna,Udinese,1 , 1,FT,4230865,https://fotmob.com/matches/udinese-vs-bologna/2tf6iu#4230865,Bologna,0.75,0.75,0.43,0.56,0.20,7.0,0.0,8.0,4.0,4.0,7.0,15.0,546,65,0,0,10,11,0.91,3,24,1,287,259,601,18,20,0.14,0.56,Udinese,0.75,0.75,0.41,0.44,0.30,3.0,1.0,7.0,4.0,4.0,4.0,11.0,270,35,0,0,3,21,0.83,4,22,1,148,122,324,16,18,0.4,0.56
335,ITA-Serie A,2324,2024-04-28 Fiorentina-Sassuolo,34,34,2024-04-28 18:45:00+00:00,Fiorentina,Sassuolo,5 , 1,FT,4230866,https://fotmob.com/matches/sassuolo-vs-fiorentina/28u7rc#4230866,Fiorentina,3.27,3.27,4.45,3.04,0.23,3.0,2.0,16.0,9.0,10.0,6.0,22.0,548,67,7,5,10,9,0.9,6,35,2,270,278,611,13,34,0.3,0.71,Sassuolo,0.27,0.27,0.14,0.15,0.11,2.0,0.0,4.0,3.0,2.0,3.0,7.0,217,33,0,0,2,9,0.73,4,22,0,85,132,299,13,8,0.44,0.39
336,ITA-Serie A,2324,2024-04-28 Inter-Torino,34,34,2024-04-28 10:30:00+00:00,Inter,Torino,2 , 0,FT,4230868,https://fotmob.com/matches/inter-vs-torino/2t8ghc#4230868,Inter,1.71,0.92,1.38,0.68,0.24,3.0,0.0,7.0,9.0,5.0,10.0,17.0,616,62,2,1,5,6,0.91,3,15,2,324,292,675,12,28,0.21,0.6,Torino,0.49,0.49,0.14,0.49,0.00,6.0,0.0,5.0,2.0,3.0,6.0,11.0,347,38,0,0,4,8,0.88,2,25,0,156,191,395,9,12,0.12,0.58
337,ITA-Serie A,2324,2024-04-28 SSC Napoli-Roma,34,34,2024-04-28 16:00:00+00:00,SSC Napoli,Roma,2 , 2,FT,4230871,https://fotmob.com/matches/roma-vs-ssc-napoli/2ukfv8#4230871,SSC Napoli,2.97,2.18,3.20,2.00,0.18,6.0,0.0,20.0,11.0,9.0,6.0,26.0,362,48,7,6,9,11,0.86,7,30,1,206,156,421,15,42,0.37,0.63,Roma,1.57,0.78,1.68,0.14,0.64,2.0,0.0,7.0,4.0,4.0,3.0,10.0,393,52,3,1,2,5,0.85,4,22,1,161,232,460,14,21,0.5,0.58
338,ITA-Serie A,2324,2024-04-29 Genoa-Cagliari,34,34,2024-04-29 18:45:00+00:00,Genoa,Cagliari,3 , 0,FT,4230872,https://fotmob.com/matches/cagliari-vs-genoa/2wst60#4230872,Genoa,1.18,1.18,2.00,0.99,0.19,1.0,0.0,10.0,6.0,5.0,2.0,12.0,454,63,1,0,2,12,0.82,7,28,2,203,251,551,22,17,0.37,0.5,Cagliari,1.12,1.12,0.24,0.94,0.18,2.0,0.0,9.0,9.0,1.0,3.0,12.0,214,37,0,0,4,14,0.69,9,14,3,119,95,308,31,18,0.43,0.26
339,ITA-Serie A,2324,2024-05-03 Torino-Bologna,35,35,2024-05-03 18:45:00+00:00,Torino,Bologna,0 , 0,FT,4230877,https://fotmob.com/matches/torino-vs-bologna/373118#4230877,Torino,0.66,0.66,0.09,0.62,0.04,4.0,1.0,6.0,3.0,1.0,2.0,8.0,359,47,1,1,2,14,0.83,4,21,0,128,231,431,18,14,0.27,0.5,Bologna,0.16,0.16,0.04,0.11,0.05,1.0,0.0,2.0,3.0,1.0,3.0,5.0,411,53,0,0,4,11,0.82,2,21,1,172,239,500,17,13,0.18,0.39
340,ITA-Serie A,2324,2024-05-04 Monza-Lazio,35,35,2024-05-04 16:00:00+00:00,Monza,Lazio,2 , 2,FT,4230882,https://fotmob.com/matches/monza-vs-lazio/1veqsb#4230882,Monza,1.74,1.74,2.06,1.60,0.14,4.0,0.0,8.0,6.0,7.0,9.0,17.0,504,59,4,3,5,8,0.9,6,31,1,235,269,561,14,21,0.26,0.69,Lazio,1.40,1.40,2.42,1.32,0.08,1.0,1.0,6.0,3.0,5.0,3.0,9.0,334,41,3,1,4,13,0.85,1,13,1,138,196,395,13,14,0.11,0.29
341,ITA-Serie A,2324,2024-05-04 Sassuolo-Inter,35,35,2024-05-04 18:45:00+00:00,Sassuolo,Inter,1 , 0,FT,4230880,https://fotmob.com/matches/sassuolo-vs-inter/29tzz6#4230880,Sassuolo,0.30,0.30,0.46,0.27,0.03,2.0,0.0,3.0,2.0,2.0,3.0,6.0,161,24,0,0,2,10,0.7,0,22,0,68,93,230,17,15,0.0,0.41,Inter,1.08,1.08,0.05,1.04,0.04,7.0,0.0,9.0,6.0,1.0,5.0,14.0,657,76,3,3,5,10,0.91,5,39,7,373,284,720,21,26,0.22,0.75
342,ITA-Serie A,2324,2024-05-05 AC Milan-Genoa,35,35,2024-05-05 16:00:00+00:00,AC Milan,Genoa,3 , 3,FT,4230879,https://fotmob.com/matches/ac-milan-vs-genoa/2x6wdb#4230879,AC Milan,2.80,2.80,2.02,2.36,0.44,7.0,1.0,16.0,12.0,7.0,10.0,26.0,464,60,3,1,7,8,0.88,8,18,2,255,209,527,10,36,0.29,0.58,Genoa,0.96,0.18,1.07,0.18,0.00,2.0,0.0,5.0,2.0,2.0,1.0,6.0,287,40,1,0,1,10,0.79,3,28,1,116,171,365,14,15,0.38,0.45
343,ITA-Serie A,2324,2024-05-05 Cagliari-Lecce,35,35,2024-05-05 10:30:00+00:00,Cagliari,Lecce,1 , 1,FT,4230874,https://fotmob.com/matches/cagliari-vs-lecce/2szdhl#4230874,Cagliari,0.96,0.96,0.47,0.40,0.56,4.0,0.0,5.0,2.0,3.0,4.0,9.0,137,34,1,0,3,9,0.63,5,23,1,80,57,219,13,15,0.25,0.36,Lecce,1.82,1.82,1.07,1.43,0.39,3.0,2.0,12.0,10.0,3.0,4.0,16.0,359,66,2,1,10,15,0.83,9,23,1,191,168,432,19,29,0.24,0.51
344,ITA-Serie A,2324,2024-05-05 Empoli-Frosinone,35,35,2024-05-05 13:00:00+00:00,Empoli,Frosinone,0 , 0,FT,4230875,https://fotmob.com/matches/empoli-vs-frosinone/2t2j7c#4230875,Empoli,0.31,0.31,0.07,0.11,0.19,4.0,0.0,1.0,2.0,1.0,6.0,7.0,174,47,0,0,3,15,0.62,1,16,5,82,92,281,24,10,0.06,0.24,Frosinone,1.30,1.30,0.34,1.02,0.28,4.0,0.0,11.0,8.0,5.0,6.0,17.0,225,53,0,0,8,11,0.7,6,21,1,111,114,321,22,29,0.43,0.38
345,ITA-Serie A,2324,2024-05-05 Hellas Verona-Fiorentina,35,35,2024-05-05 13:00:00+00:00,Hellas Verona,Fiorentina,2 , 1,FT,4230878,https://fotmob.com/matches/fiorentina-vs-hellas-verona/2sx086#4230878,Hellas Verona,1.89,1.10,1.29,1.10,0.00,2.0,0.0,6.0,3.0,4.0,3.0,9.0,176,38,1,0,1,12,0.64,2,20,3,98,78,273,16,18,0.11,0.3,Fiorentina,0.94,0.94,0.73,0.71,0.23,3.0,1.0,7.0,6.0,4.0,6.0,13.0,339,62,2,1,2,11,0.73,2,29,4,132,207,463,20,19,0.17,0.36
346,ITA-Serie A,2324,2024-05-05 Roma-Juventus,35,35,2024-05-05 18:45:00+00:00,Roma,Juventus,1 , 1,FT,4230881,https://fotmob.com/matches/roma-vs-juventus/2uof4v#4230881,Roma,1.76,1.76,1.01,1.29,0.47,5.0,1.0,14.0,9.0,5.0,5.0,19.0,473,60,1,0,9,7,0.9,14,28,1,238,235,528,18,37,0.39,0.61,Juventus,1.20,1.20,1.05,0.72,0.48,3.0,1.0,10.0,7.0,6.0,6.0,16.0,294,40,0,0,6,10,0.85,7,31,2,172,122,346,12,26,0.37,0.66
347,ITA-Serie A,2324,2024-05-06 Salernitana-Atalanta,35,35,2024-05-06 16:00:00+00:00,Salernitana,Atalanta,1 , 2,FT,4230876,https://fotmob.com/matches/salernitana-vs-atalanta/1v0w82#4230876,Salernitana,0.50,0.50,0.73,0.45,0.05,3.0,0.0,5.0,4.0,2.0,4.0,9.0,208,31,0,0,1,12,0.66,2,19,0,131,77,315,20,15,0.29,0.26,Atalanta,1.86,1.86,0.89,1.25,0.60,5.0,0.0,14.0,8.0,4.0,3.0,17.0,591,69,2,1,7,10,0.86,8,22,3,363,228,691,15,39,0.35,0.45
348,ITA-Serie A,2324,2024-05-06 Udinese-SSC Napoli,35,35,2024-05-06 18:45:00+00:00,Udinese,SSC Napoli,1 , 1,FT,4230883,https://fotmob.com/matches/udinese-vs-ssc-napoli/2tmb0l#4230883,Udinese,0.75,0.75,0.60,0.62,0.13,2.0,0.0,6.0,6.0,2.0,4.0,10.0,204,31,0,0,7,13,0.8,1,19,5,103,101,256,19,12,0.05,0.48,SSC Napoli,0.83,0.83,0.81,0.69,0.14,7.0,0.0,9.0,1.0,4.0,3.0,12.0,519,69,1,0,5,10,0.88,3,33,1,262,257,588,20,20,0.15,0.63
349,ITA-Serie A,2324,2024-05-10 Frosinone-Inter,36,36,2024-05-10 18:45:00+00:00,Frosinone,Inter,0 , 5,FT,4230886,https://fotmob.com/matches/inter-vs-frosinone/2u6xdf#4230886,Frosinone,1.30,1.30,1.36,1.29,0.01,2.0,1.0,6.0,7.0,8.0,11.0,17.0,342,41,2,2,8,4,0.86,5,16,0,190,152,400,17,27,0.29,0.52,Inter,1.80,1.80,2.65,1.46,0.34,3.0,1.0,11.0,6.0,5.0,3.0,14.0,513,59,3,0,4,8,0.89,3,27,1,195,318,575,11,21,0.2,0.66
350,ITA-Serie A,2324,2024-05-11 AC Milan-Cagliari,36,36,2024-05-11 18:45:00+00:00,AC Milan,Cagliari,5 , 1,FT,4230892,https://fotmob.com/matches/cagliari-vs-ac-milan/2ezhcz#4230892,AC Milan,3.30,3.30,4.15,3.04,0.26,3.0,1.0,9.0,4.0,10.0,8.0,17.0,584,67,6,3,6,11,0.91,5,24,1,252,332,642,11,28,0.33,0.65,Cagliari,1.50,1.50,2.01,0.89,0.61,5.0,1.0,10.0,1.0,7.0,3.0,13.0,257,33,1,0,3,9,0.81,4,19,4,79,178,316,13,18,0.31,0.49
351,ITA-Serie A,2324,2024-05-11 SSC Napoli-Bologna,36,36,2024-05-11 16:00:00+00:00,SSC Napoli,Bologna,0 , 2,FT,4230891,https://fotmob.com/matches/bologna-vs-ssc-napoli/37x04l#4230891,SSC Napoli,1.57,0.78,2.17,0.54,0.24,3.0,0.0,10.0,7.0,6.0,6.0,16.0,478,59,2,2,9,15,0.88,7,26,3,283,195,545,28,21,0.29,0.76,Bologna,1.45,1.45,1.98,1.12,0.33,2.0,0.0,8.0,5.0,4.0,3.0,11.0,318,41,2,0,3,12,0.83,3,23,1,146,172,381,12,15,0.43,0.44
352,ITA-Serie A,2324,2024-05-12 Atalanta-Roma,36,36,2024-05-12 18:45:00+00:00,Atalanta,Roma,2 , 1,FT,4230884,https://fotmob.com/matches/atalanta-vs-roma/2g6hwd#4230884,Atalanta,2.74,2.74,1.76,2.31,0.43,3.0,2.0,14.0,14.0,7.0,10.0,24.0,467,58,5,3,6,11,0.87,6,22,2,283,184,539,20,31,0.35,0.43,Roma,1.20,0.41,1.55,0.37,0.04,2.0,0.0,6.0,1.0,6.0,3.0,9.0,318,42,1,0,1,11,0.79,2,28,1,121,197,402,12,12,0.22,0.46
353,ITA-Serie A,2324,2024-05-12 Genoa-Sassuolo,36,36,2024-05-12 13:00:00+00:00,Genoa,Sassuolo,2 , 1,FT,4230887,https://fotmob.com/matches/sassuolo-vs-genoa/2qctjb#4230887,Genoa,0.89,0.89,0.68,0.43,0.46,3.0,0.0,4.0,3.0,2.0,4.0,8.0,414,57,2,1,3,13,0.84,5,19,3,206,208,494,21,13,0.29,0.41,Sassuolo,1.71,0.92,1.63,0.35,0.57,3.0,0.0,8.0,5.0,4.0,4.0,12.0,275,43,2,1,7,10,0.78,3,30,0,162,113,354,16,32,0.12,0.48
354,ITA-Serie A,2324,2024-05-12 Hellas Verona-Torino,36,36,2024-05-12 13:00:00+00:00,Hellas Verona,Torino,1 , 2,FT,4230888,https://fotmob.com/matches/torino-vs-hellas-verona/37b1fo#4230888,Hellas Verona,1.25,1.25,1.34,1.12,0.12,4.0,0.0,8.0,4.0,5.0,5.0,13.0,230,43,3,2,7,19,0.7,7,28,1,126,104,330,20,24,0.26,0.45,Torino,0.47,0.47,0.97,0.34,0.13,0.0,0.0,6.0,4.0,2.0,0.0,6.0,363,57,2,1,4,15,0.8,5,26,0,110,253,455,22,11,0.42,0.4
355,ITA-Serie A,2324,2024-05-12 Juventus-Salernitana,36,36,2024-05-12 16:00:00+00:00,Juventus,Salernitana,1 , 1,FT,4230889,https://fotmob.com/matches/salernitana-vs-juventus/27qgy0#4230889,Juventus,2.30,2.30,0.98,1.49,0.81,7.0,3.0,9.0,12.0,6.0,16.0,25.0,444,67,3,2,9,15,0.86,9,31,3,234,210,515,26,34,0.29,0.78,Salernitana,0.78,0.78,1.29,0.61,0.16,3.0,0.0,7.0,6.0,4.0,6.0,13.0,186,33,1,1,4,12,0.72,6,24,1,90,96,258,19,16,0.55,0.4
356,ITA-Serie A,2324,2024-05-12 Lazio-Empoli,36,36,2024-05-12 10:30:00+00:00,Lazio,Empoli,2 , 0,FT,4230893,https://fotmob.com/matches/empoli-vs-lazio/2etmeu#4230893,Lazio,1.72,1.72,1.67,0.80,0.92,5.0,0.0,5.0,1.0,5.0,6.0,11.0,409,60,2,0,7,18,0.85,2,24,0,183,226,482,25,17,0.12,0.45,Empoli,1.32,1.32,1.45,0.64,0.68,4.0,0.0,8.0,9.0,3.0,8.0,16.0,233,40,1,1,7,15,0.77,6,15,3,98,135,302,21,23,0.23,0.38
357,ITA-Serie A,2324,2024-05-13 Fiorentina-Monza,36,36,2024-05-13 18:45:00+00:00,Fiorentina,Monza,2 , 1,FT,4230885,https://fotmob.com/matches/monza-vs-fiorentina/1vc5x3#4230885,Fiorentina,2.51,2.51,2.62,1.80,0.71,5.0,0.0,11.0,2.0,9.0,5.0,16.0,349,50,4,3,6,9,0.87,7,22,1,239,110,402,16,35,0.35,0.52,Monza,0.67,0.67,1.03,0.67,0.00,1.0,0.0,6.0,3.0,2.0,0.0,6.0,354,50,2,1,1,14,0.85,3,38,0,100,254,417,19,12,0.25,0.55
358,ITA-Serie A,2324,2024-05-13 Lecce-Udinese,36,36,2024-05-13 16:30:00+00:00,Lecce,Udinese,0 , 2,FT,4230890,https://fotmob.com/matches/udinese-vs-lecce/2trgf0#4230890,Lecce,0.37,0.37,0.22,0.27,0.10,4.0,0.0,6.0,3.0,2.0,3.0,9.0,435,65,0,0,8,12,0.82,3,34,1,192,243,530,24,19,0.15,0.55,Udinese,1.46,1.46,0.64,0.79,0.67,3.0,0.0,6.0,10.0,3.0,10.0,16.0,215,35,2,1,2,11,0.75,5,21,0,132,83,287,18,15,0.38,0.4
359,ITA-Serie A,2324,2024-05-17 Fiorentina-SSC Napoli,37,37,2024-05-17 18:45:00+00:00,Fiorentina,SSC Napoli,2 , 2,FT,4230895,https://fotmob.com/matches/fiorentina-vs-ssc-napoli/2swm0q#4230895,Fiorentina,0.64,0.64,1.04,0.38,0.25,4.0,0.0,6.0,5.0,5.0,8.0,14.0,399,63,0,0,5,16,0.83,2,30,1,173,226,479,23,24,0.11,0.48,SSC Napoli,1.19,1.19,0.83,0.82,0.37,1.0,1.0,9.0,11.0,3.0,6.0,15.0,206,37,2,1,3,14,0.74,5,14,0,59,147,277,14,22,0.36,0.31
360,ITA-Serie A,2324,2024-05-18 Lecce-Atalanta,37,37,2024-05-18 16:00:00+00:00,Lecce,Atalanta,0 , 2,FT,4230897,https://fotmob.com/matches/atalanta-vs-lecce/2sxefy#4230897,Lecce,1.31,1.31,0.89,1.17,0.13,1.0,1.0,8.0,7.0,3.0,3.0,11.0,360,44,2,2,2,7,0.83,5,22,1,139,221,434,17,18,0.33,0.48,Atalanta,1.59,1.59,2.01,1.30,0.29,3.0,1.0,12.0,7.0,9.0,7.0,19.0,477,56,4,2,5,20,0.86,7,14,0,257,220,554,19,18,0.5,0.34
361,ITA-Serie A,2324,2024-05-18 Torino-AC Milan,37,37,2024-05-18 18:45:00+00:00,Torino,AC Milan,3 , 1,FT,4230903,https://fotmob.com/matches/ac-milan-vs-torino/2sg20c#4230903,Torino,0.94,0.94,1.89,0.50,0.44,1.0,0.0,5.0,5.0,5.0,6.0,11.0,229,40,2,0,3,15,0.8,4,18,2,107,122,287,14,12,0.33,0.37,AC Milan,1.96,1.17,1.22,0.85,0.32,5.0,0.0,12.0,7.0,4.0,4.0,16.0,373,60,1,0,8,14,0.86,6,14,0,160,213,432,13,28,0.3,0.54
362,ITA-Serie A,2324,2024-05-19 Inter-Lazio,37,37,2024-05-19 16:00:00+00:00,Inter,Lazio,1 , 1,FT,4230896,https://fotmob.com/matches/lazio-vs-inter/2fv2k6#4230896,Inter,1.46,1.46,1.82,1.10,0.37,4.0,1.0,14.0,8.0,7.0,5.0,19.0,518,58,3,2,8,10,0.9,10,37,0,218,300,576,11,38,0.45,0.71,Lazio,0.62,0.62,0.46,0.62,0.00,1.0,0.0,5.0,4.0,3.0,3.0,8.0,351,42,1,1,0,15,0.83,2,33,3,153,198,425,19,12,0.29,0.56
363,ITA-Serie A,2324,2024-05-19 Monza-Frosinone,37,37,2024-05-19 13:00:00+00:00,Monza,Frosinone,0 , 1,FT,4230900,https://fotmob.com/matches/monza-vs-frosinone/28104l#4230900,Monza,1.02,1.02,0.25,0.80,0.22,5.0,1.0,11.0,7.0,2.0,3.0,14.0,518,71,2,2,3,14,0.86,13,24,0,208,310,599,20,18,0.57,0.5,Frosinone,2.06,2.06,1.80,1.96,0.10,5.0,1.0,12.0,6.0,5.0,4.0,16.0,178,29,2,1,4,13,0.73,3,12,0,105,73,243,17,26,0.18,0.29
364,ITA-Serie A,2324,2024-05-19 Roma-Genoa,37,37,2024-05-19 18:45:00+00:00,Roma,Genoa,1 , 0,FT,4230901,https://fotmob.com/matches/roma-vs-genoa/2yk7q2#4230901,Roma,0.83,0.83,0.76,0.69,0.14,7.0,0.0,7.0,8.0,6.0,14.0,21.0,398,54,0,0,6,10,0.87,5,22,0,237,161,458,23,27,0.25,0.52,Genoa,0.50,0.50,1.02,0.47,0.03,4.0,0.0,7.0,3.0,5.0,5.0,12.0,320,46,0,0,3,10,0.83,6,29,2,125,195,385,17,16,0.29,0.59
365,ITA-Serie A,2324,2024-05-19 Sassuolo-Cagliari,37,37,2024-05-19 10:30:00+00:00,Sassuolo,Cagliari,0 , 2,FT,4230898,https://fotmob.com/matches/sassuolo-vs-cagliari/28s3h9#4230898,Sassuolo,0.27,0.27,0.00,0.12,0.15,3.0,0.0,4.0,4.0,0.0,3.0,7.0,237,50,0,0,5,14,0.72,5,22,1,120,117,331,14,14,0.26,0.35,Cagliari,1.48,0.70,1.15,0.56,0.14,5.0,0.0,9.0,5.0,3.0,4.0,13.0,236,50,1,0,6,9,0.74,4,24,2,126,110,320,24,23,0.13,0.44
366,ITA-Serie A,2324,2024-05-19 Udinese-Empoli,37,37,2024-05-19 13:00:00+00:00,Udinese,Empoli,1 , 1,FT,4230899,https://fotmob.com/matches/empoli-vs-udinese/2feisx#4230899,Udinese,1.74,0.95,1.04,0.22,0.73,1.0,0.0,3.0,5.0,2.0,5.0,8.0,225,47,3,2,5,14,0.72,1,33,1,149,76,313,27,15,0.06,0.48,Empoli,0.86,0.08,0.99,0.02,0.06,1.0,0.0,3.0,2.0,1.0,1.0,4.0,257,53,1,0,5,18,0.73,1,18,3,100,157,354,25,11,0.07,0.29
367,ITA-Serie A,2324,2024-05-20 Bologna-Juventus,37,37,2024-05-20 18:45:00+00:00,Bologna,Juventus,3 , 3,FT,4230894,https://fotmob.com/matches/bologna-vs-juventus/3818fi#4230894,Bologna,1.50,1.50,1.71,1.39,0.11,4.0,0.0,6.0,1.0,5.0,4.0,10.0,521,62,3,2,3,8,0.9,3,24,3,168,353,582,15,12,0.27,0.55,Juventus,0.73,0.73,0.72,0.68,0.05,5.0,0.0,6.0,2.0,4.0,5.0,11.0,299,38,3,2,2,21,0.86,3,14,1,127,172,348,14,14,0.25,0.4
