,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Touches in opposition box,home_Accurate crosses (%),home_Accurate long balls (%),team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Touches in opposition box,away_Accurate crosses (%),away_Accurate long balls (%)
368,ITA-Serie A,2324,2024-05-20 Salernitana-Hellas Verona,37,37,2024-05-20 16:30:00+00:00,Salernitana,Hellas Verona,1 , 2,FT,4230902,https://fotmob.com/matches/salernitana-vs-hellas-verona/27nbbi#4230902,Salernitana,0.59,0.59,0.39,0.08,0.51,3.0,1.0,6.0,5.0,1.0,3.0,9.0,309,53,1,0,4,14,0.75,0,25,2,123,186,411,26,12,0.0,0.45,Hellas Verona,2.15,2.15,1.85,2.04,0.11,7.0,1.0,11.0,5.0,5.0,6.0,17.0,245,47,3,2,6,19,0.69,5,25,2,116,129,353,21,31,0.24,0.36
369,ITA-Serie A,2324,2024-05-23 Cagliari-Fiorentina,38,38,2024-05-23 18:45:00+00:00,Cagliari,Fiorentina,2 , 3,FT,4230905,https://fotmob.com/matches/cagliari-vs-fiorentina/2eov63#4230905,Cagliari,1.91,1.91,1.97,1.36,0.54,0.0,2.0,10.0,8.0,6.0,4.0,14.0,173,37,5,4,4,13,0.73,8,29,4,77,96,236,24,25,0.32,0.53,Fiorentina,1.99,1.20,2.55,0.37,0.84,3.0,0.0,10.0,3.0,5.0,1.0,11.0,364,63,3,1,5,14,0.84,4,30,1,157,207,434,29,21,0.24,0.53
370,ITA-Serie A,2324,2024-05-24 Genoa-Bologna,38,38,2024-05-24 18:45:00+00:00,Genoa,Bologna,2 , 0,FT,4230912,https://fotmob.com/matches/bologna-vs-genoa/3c5scw#4230912,Genoa,1.52,1.52,1.20,1.26,0.26,2.0,0.0,10.0,9.0,4.0,5.0,15.0,158,27,2,1,3,11,0.75,5,24,2,80,78,212,14,16,0.5,0.57,Bologna,0.99,0.99,0.04,0.35,0.64,5.0,1.0,6.0,5.0,1.0,5.0,11.0,532,73,0,0,6,11,0.91,7,31,3,262,270,586,20,15,0.29,0.62
371,ITA-Serie A,2324,2024-05-25 AC Milan-Salernitana,38,38,2024-05-25 18:45:00+00:00,AC Milan,Salernitana,3 , 3,FT,4230911,https://fotmob.com/matches/salernitana-vs-ac-milan/1vdrz2#4230911,AC Milan,2.99,2.99,3.68,2.37,0.62,5.0,0.0,22.0,7.0,11.0,1.0,23.0,467,66,3,1,13,6,0.87,13,26,1,242,225,535,21,61,0.48,0.68,Salernitana,1.66,1.66,2.98,1.05,0.60,5.0,1.0,7.0,3.0,6.0,7.0,14.0,217,34,3,1,3,9,0.79,3,11,1,108,109,276,9,14,0.43,0.31
372,ITA-Serie A,2324,2024-05-25 Juventus-Monza,38,38,2024-05-25 16:00:00+00:00,Juventus,Monza,2 , 0,FT,4230909,https://fotmob.com/matches/monza-vs-juventus/27yw8c#4230909,Juventus,0.91,0.91,1.05,0.74,0.17,3.0,2.0,8.0,5.0,4.0,4.0,12.0,323,42,3,2,3,15,0.86,3,24,0,106,217,377,20,13,0.43,0.59,Monza,0.62,0.62,0.59,0.44,0.17,7.0,0.0,7.0,1.0,4.0,5.0,12.0,450,58,1,1,4,13,0.89,8,25,1,273,177,507,12,25,0.36,0.66
373,ITA-Serie A,2324,2024-05-26 Atalanta-Torino,38,38,2024-05-26 16:00:00+00:00,Atalanta,Torino,3 , 0,FT,4230904,https://fotmob.com/matches/atalanta-vs-torino/2s0bp4#4230904,Atalanta,2.62,1.83,3.47,1.67,0.16,3.0,0.0,14.0,8.0,7.0,4.0,18.0,306,40,3,1,2,18,0.83,5,11,1,162,144,368,19,35,0.45,0.37,Torino,1.06,1.06,0.75,0.75,0.31,2.0,0.0,5.0,5.0,1.0,3.0,8.0,498,60,3,3,5,10,0.89,3,23,3,186,312,558,20,12,0.12,0.52
374,ITA-Serie A,2324,2024-05-26 Empoli-Roma,38,38,2024-05-26 18:45:00+00:00,Empoli,Roma,2 , 1,FT,4230906,https://fotmob.com/matches/empoli-vs-roma/2ga6qg#4230906,Empoli,2.64,2.64,2.58,2.37,0.27,5.0,1.0,15.0,5.0,7.0,2.0,17.0,185,33,8,6,4,18,0.73,3,17,3,84,101,252,12,32,0.18,0.4,Roma,1.34,1.34,0.84,0.81,0.53,4.0,1.0,9.0,8.0,3.0,6.0,15.0,473,67,3,2,5,12,0.86,4,19,2,186,287,550,21,33,0.24,0.4
375,ITA-Serie A,2324,2024-05-26 Frosinone-Udinese,38,38,2024-05-26 18:45:00+00:00,Frosinone,Udinese,0 , 1,FT,4230907,https://fotmob.com/matches/udinese-vs-frosinone/2tsn7x#4230907,Frosinone,0.80,0.80,0.52,0.44,0.36,8.0,2.0,9.0,8.0,5.0,12.0,21.0,296,58,0,0,11,6,0.79,5,19,0,148,148,373,20,20,0.28,0.41,Udinese,0.78,0.78,0.57,0.38,0.40,1.0,0.0,7.0,4.0,5.0,3.0,10.0,185,42,1,1,1,13,0.7,3,22,2,89,96,266,22,12,0.2,0.33
376,ITA-Serie A,2324,2024-05-26 Hellas Verona-Inter,38,38,2024-05-26 18:45:00+00:00,Hellas Verona,Inter,2 , 2,FT,4230908,https://fotmob.com/matches/inter-vs-hellas-verona/2u0z0c#4230908,Hellas Verona,1.75,1.75,2.76,1.37,0.38,8.0,0.0,10.0,2.0,8.0,8.0,18.0,238,35,2,1,9,17,0.79,6,25,2,111,127,300,15,17,0.29,0.42,Inter,2.38,2.38,2.92,2.28,0.09,3.0,0.0,13.0,1.0,11.0,2.0,15.0,514,65,6,4,3,8,0.87,4,39,5,108,406,591,20,22,0.67,0.65
377,ITA-Serie A,2324,2024-05-26 Lazio-Sassuolo,38,38,2024-05-26 18:45:00+00:00,Lazio,Sassuolo,1 , 1,FT,4230910,https://fotmob.com/matches/sassuolo-vs-lazio/28x1ic#4230910,Lazio,1.03,1.03,1.78,0.99,0.05,2.0,0.0,7.0,0.0,6.0,1.0,8.0,633,69,3,3,5,15,0.89,3,21,5,300,333,714,12,22,0.23,0.51,Sassuolo,1.11,1.11,1.23,0.49,0.61,1.0,0.0,5.0,4.0,3.0,3.0,8.0,241,31,1,0,3,11,0.78,4,16,0,86,155,308,21,15,0.31,0.42
378,ITA-Serie A,2324,2024-05-26 SSC Napoli-Lecce,38,38,2024-05-26 16:00:00+00:00,SSC Napoli,Lecce,0 , 0,FT,4230913,https://fotmob.com/matches/ssc-napoli-vs-lecce/38a4i6#4230913,SSC Napoli,1.52,1.52,1.39,1.38,0.14,8.0,2.0,18.0,11.0,5.0,6.0,24.0,597,67,1,1,4,10,0.89,4,15,0,321,276,674,26,34,0.24,0.47,Lecce,0.50,0.50,0.00,0.50,0.00,6.0,1.0,7.0,4.0,0.0,3.0,10.0,242,33,1,1,1,17,0.74,0,32,1,112,130,329,18,9,0.0,0.52
379,ITA-Serie A,2324,2024-06-02 Atalanta-Fiorentina,29,29,2024-06-02 16:00:00+00:00,Atalanta,Fiorentina,2 , 3,FT,4230823,https://fotmob.com/matches/atalanta-vs-fiorentina/2en1cd#4230823,Atalanta,1.77,1.77,1.35,1.56,0.21,1.0,0.0,9.0,8.0,3.0,3.0,12.0,393,54,3,2,4,5,0.82,7,31,5,176,217,480,21,23,0.33,0.61,Fiorentina,1.24,1.24,1.41,0.39,0.85,2.0,0.0,6.0,2.0,4.0,2.0,8.0,337,46,3,1,4,9,0.79,4,24,4,129,208,425,26,17,0.5,0.46
